dim,scale,method,w,c,sum_c,grid_type,basis_type,method_type,n_samples,seed,f_name,ell_2_error,ell_infty_error,datetime,needed_time
10,6,Smolyak,"[0.10312,0.90255,0.50525,0.82646,0.32005,0.89552,0.3892 ,0.01084,0.90538, 0.09129]","[0.4854 ,1.44424,1.44506,0.87171,0.96049,0.6817 ,0.44572,0.49962,1.02233, 1.14372]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005183352059519996,0.02259467519687003,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.79158,0.78962,0.09121,0.49442,0.05756,0.54953,0.44153,0.8877 ,0.35092, 0.11707]","[0.31456,1.67523,1.36001,0.22246,0.18502,1.54205,0.16007,1.80799,1.55365, 0.17896]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00044655871471532984,0.006291860953821615,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.08484,0.98664,0.37427,0.37064,0.8128 ,0.94725,0.986  ,0.75338,0.37626, 0.0835 ]","[1.78195,1.28039,0.97272,2.07822,0.25497,1.12956,0.02603,1.07461,0.1291 , 0.27244]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004197480469305232,0.01399995135135193,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.11753,0.64921,0.74604,0.58337,0.96217,0.37487,0.28571,0.8686 ,0.2236 , 0.96322]","[0.01968,1.57078,0.0699 ,1.44326,0.85465,1.60817,0.11952,0.897  ,1.56985, 0.84719]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.000550422949291104,0.012760262914107978,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.6294 ,0.69575,0.45454,0.62756,0.58431,0.90116,0.04545,0.28096,0.95041, 0.89026]","[0.82342,1.12065,0.50126,0.33995,0.83795,0.63854,1.05473,0.14047,1.76083, 1.78219]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004465941499376819,0.023167964167140953,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.69816,0.5361 ,0.30953,0.8138 ,0.68473,0.16262,0.91093,0.82254,0.9498 , 0.72572]","[1.05625,0.72018,1.60608,1.49129,0.07786,0.0454 ,0.64824,1.3957 ,1.7    , 0.259  ]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005152633413342471,0.012510459523003337,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.59413,0.38089,0.96991,0.84212,0.83833,0.46869,0.41482,0.27341,0.05638, 0.86472]","[1.08304,1.33194,1.32784,0.74001,1.02454,1.25873,1.132  ,0.32955,0.60027, 0.17208]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005752635702272172,0.028928319001270797,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.95405,0.60617,0.22864,0.6717 ,0.61813,0.35816,0.11356,0.67157,0.52031, 0.77232]","[0.8827 ,1.44613,0.93657,0.95189,1.48765,0.6847 ,0.22742,0.04884,1.28145, 1.05265]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005948654444697265,0.030460677844281817,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.70408,0.21296,0.13637,0.01454,0.35059,0.58992,0.39224,0.43747,0.90416, 0.34826]","[0.77718,1.18492,0.59959,0.94063,1.30394,1.43572,0.22238,1.40105,0.74411, 0.39048]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00038751775567605833,0.015271068778491492,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.45914,0.98003,0.49262,0.32875,0.6334 ,0.24015,0.07586,0.12888,0.12805, 0.1519 ]","[0.33309,1.53768,0.43639,0.82937,2.1517 ,1.13719,1.6017 ,0.41345,0.46137, 0.09806]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0003858273215806169,0.017217620497252173,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.16894,0.27859,0.17701,0.0887 ,0.12064,0.46078,0.20633,0.36427,0.50342, 0.69039]","[0.06758,1.37428,1.07943,0.14055,1.50178,1.58309,0.105  ,0.47598,1.38595, 1.28635]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005350911306787843,0.011279888189948628,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.18452,0.20935,0.37047,0.48452,0.61825,0.36891,0.46253,0.74747,0.03668, 0.25244]","[1.38708,1.74069,0.99493,1.03467,0.20839,0.86997,1.03565,0.47147,0.52353, 0.73361]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004163851440147372,0.03182139362083358,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.02007,0.32208,0.21145,0.3275 ,0.11976,0.89053,0.59359,0.6791 ,0.78917, 0.49844]","[0.17864,1.10387,1.20609,1.53204,0.88715,0.26221,0.58322,0.74621,1.3275 , 1.17307]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005677396808252393,0.021668590544941774,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.3561 ,0.98652,0.60577,0.23723,0.10178,0.15286,0.24596,0.16068,0.18657, 0.2851 ]","[0.28829,1.49115,0.13341,0.87216,0.68241,1.63351,0.1863 ,0.66156,1.61204, 1.43917]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004457573101979298,0.009775754807097914,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.81707,0.2579 ,0.17089,0.66864,0.92938,0.55676,0.57161,0.27998,0.76949, 0.18704]","[0.781  ,1.02653,1.22481,0.58491,0.27709,1.47336,0.69643,1.40246,0.37246, 1.16094]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00033455768029262234,0.024774665592625644,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.53259,0.05182,0.3366 ,0.13441,0.06337,0.98996,0.32235,0.80987,0.25464, 0.6815 ]","[1.10919,0.86905,0.68804,0.60089,0.50901,1.35621,1.2119 ,1.408  ,0.18135, 1.06636]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0006008737062609173,0.02926434259199351,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.93834,0.18123,0.0665 ,0.74112,0.57447,0.84183,0.13977,0.79527,0.20163, 0.16366]","[0.27235,1.35056,1.10289,0.86724,0.59494,1.45439,0.65067,1.35391,0.72808, 0.62497]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004990205216682228,0.02901275532347991,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.46268,0.30138,0.74761,0.50272,0.23221,0.89957,0.38389,0.54355,0.90647, 0.62424]","[0.18175,1.46122,0.97594,0.5207 ,0.21654,1.23452,0.96407,0.82941,1.38979, 1.22608]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005396138525852989,0.022895070562684583,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.15167,0.31172,0.24849,0.74395,0.03353,0.56989,0.76246,0.87677,0.34208, 0.82126]","[0.20998,1.60659,0.24198,0.75406,1.51329,0.28455,0.43513,1.37086,1.36665, 1.21692]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00042848406494256866,0.011112051801355327,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.69395,0.54272,0.2518 ,0.3457 ,0.1816 ,0.90845,0.58339,0.40085,0.46201, 0.94728]","[0.23538,0.89981,0.77649,0.93852,0.0278 ,1.33863,1.43071,0.86743,1.06929, 1.41595]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004678253452135643,0.0327537663133074,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.70724,0.15254,0.57629,0.60672,0.42413,0.73644,0.93437,0.92557,0.45084, 0.11324]","[1.57205,1.33909,0.19899,1.46989,1.38857,0.8282 ,0.94382,0.63691,0.08741, 0.53506]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004418184780477163,0.021608992650905268,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.80285,0.00463,0.3335 ,0.39817,0.5374 ,0.91986,0.34635,0.34695,0.7375 , 0.45222]","[0.45924,0.92509,0.28801,0.36065,1.019  ,0.85657,1.87056,0.74098,1.18712, 1.29278]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00033398563411770986,0.011195760061421534,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.01309,0.66354,0.17804,0.96107,0.14866,0.41462,0.08535,0.99687,0.5022 , 0.59539]","[0.17448,1.95077,0.546  ,2.33599,0.5336 ,0.49601,0.09507,1.22792,1.46924, 0.17092]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.000339268082731409,0.009618812758456335,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.77553,0.45329,0.52439,0.44076,0.40076,0.55964,0.15524,0.18193,0.86179, 0.94612]","[0.95931,0.69575,1.65492,1.05034,0.06524,0.40127,1.83987,1.69327,0.06963, 0.57041]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004824672227074221,0.009585886232635121,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.23107,0.67189,0.01971,0.10411,0.79992,0.17854,0.65275,0.23818,0.09944, 0.24317]","[1.30887,1.55066,1.5045 ,0.71976,1.21068,0.37147,0.53123,1.62431,0.02356, 0.15496]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004902647386249749,0.015793577526304614,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.20789,0.02653,0.18144,0.58304,0.42142,0.89267,0.81744,0.34182,0.25942, 0.37969]","[1.05688,0.47995,1.11749,0.73302,0.9884 ,0.78085,0.52722,1.69814,1.36718, 0.25086]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0003818814452938428,0.020661303107113338,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.86847,0.48743,0.89455,0.79986,0.42521,0.02247,0.26868,0.54163,0.63348, 0.25789]","[0.27533,1.64958,1.94489,1.03861,0.33919,0.538  ,0.03633,1.80639,0.23264, 1.13903]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004494894332681404,0.012525324028773155,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.27406,0.55418,0.65142,0.82974,0.20642,0.011  ,0.13689,0.90002,0.87389, 0.59741]","[1.16796,1.29344,0.34108,1.77846,0.81447,0.74517,1.00925,0.09134,0.32341, 1.43541]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0004091209593384679,0.020282602988915044,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.0828 ,0.60315,0.24535,0.3893 ,0.28869,0.35567,0.71905,0.29712,0.5664 , 0.47605]","[1.30382,1.84046,1.43918,0.42226,0.06126,0.51523,1.16907,0.10103,0.97514, 1.17253]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.0005121398969306469,0.020796670699014252,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.33424,0.77091,0.1066 ,0.07514,0.72819,0.49549,0.6884 ,0.43483,0.2464 , 0.8191 ]","[1.36797,1.18878,0.4657 ,1.01001,0.6177 ,0.15672,1.56972,0.23413,1.62606, 0.76321]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_OSCILLATORY,0.00040604618309770477,0.01559537254382648,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.18513,0.5419 ,0.87295,0.73222,0.80656,0.65878,0.69228,0.8492 ,0.24967, 0.48942]","[0.29048,1.29694,1.23968,0.05177,0.92651,1.21498,0.23712,0.74579,1.20216, 0.04458]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.0256417529590489e-12,1.3090269186025498e-11,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.69742,0.29735,0.9244 ,0.97106,0.94427,0.47421,0.86204,0.84455,0.3191 , 0.82892]","[0.08378,1.34992,0.52073,0.27296,0.17422,1.57636,0.76946,1.64083,0.14796, 0.7138 ]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,7.91586681260503e-12,5.95196754338303e-11,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.53949,0.79072,0.31875,0.62589,0.88598,0.61586,0.23296,0.0244 ,0.8701 , 0.02127]","[0.93718,0.56672,1.00615,0.85584,1.06922,0.37576,0.82199,0.43064,0.51415, 0.67233]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.0812909301978245e-09,2.2387681507740013e-08,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.87368,0.98408,0.76827,0.41777,0.42136,0.73758,0.23878,0.11047,0.35462, 0.28724]","[0.50695,0.39968,0.07202,0.03058,1.68988,0.73187,0.65754,1.1628 ,0.37341, 1.62528]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.595416198990153e-12,1.4909055418829184e-11,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.78635,0.08941,0.41758,0.87912,0.94473,0.4674 ,0.61341,0.16703,0.99117, 0.23167]","[1.46776,1.01145,0.9462 ,0.79821,0.35913,0.27484,0.34328,0.29027,1.21375, 0.54512]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,5.054882090008414e-10,4.808475031484931e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.05784,0.9691 ,0.88379,0.92775,0.99491,0.1739 ,0.39624,0.75824,0.69602, 0.1539 ]","[1.36343,0.37509,0.37405,0.8974 ,0.99093,0.96945,0.15289,1.46643,0.44388, 0.21645]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,3.0448115562148777e-10,3.6746759883436627e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.88875,0.95565,0.86213,0.80952,0.65524,0.55086,0.08699,0.40845,0.37269, 0.25975]","[1.11609,0.76503,0.12504,0.3397 ,1.05413,0.11745,1.31324,0.76391,0.74145, 0.91396]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,6.474412798431691e-11,7.675924496146436e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.82468,0.34781,0.67802,0.56573,0.26703,0.87863,0.79743,0.65845,0.85058, 0.86729]","[0.82369,0.97329,0.81103,0.79088,0.71933,0.87527,0.18443,1.02429,1.01379, 0.03401]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.6431597855366656e-11,5.831691755242091e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.82582,0.12887,0.33512,0.74351,0.16076,0.81797,0.83213,0.50747,0.00639, 0.28704]","[0.7642 ,1.21541,0.78264,0.32182,0.78535,0.66889,0.96601,0.13252,0.9427 , 0.67047]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,5.371188906694795e-10,8.78078278796911e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.96299,0.34187,0.63262,0.93203,0.10251,0.93723,0.68789,0.06784,0.30096, 0.70817]","[0.09117,0.78808,0.46822,0.84053,0.06192,1.1798 ,1.31781,1.31157,1.0148 , 0.1761 ]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,7.024718584277122e-12,5.815399791221173e-11,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.75826,0.02459,0.02212,0.32361,0.48864,0.77041,0.6833 ,0.4459 ,0.27363, 0.99712]","[0.69573,0.73688,0.26711,1.29751,1.13242,0.3604 ,0.13449,1.1109 ,1.06847, 0.44609]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.392008233333709e-10,2.1347283162229474e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.95086,0.15106,0.43233,0.94362,0.41973,0.63853,0.39759,0.27422,0.98398, 0.40933]","[1.32839,0.34165,0.31661,0.04626,0.9682 ,0.54753,1.2842 ,0.70306,1.43847, 0.27564]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.1202361976563017e-11,8.678659824823745e-11,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.86862,0.7766 ,0.77092,0.84478,0.76102,0.62622,0.13124,0.03253,0.92085, 0.61665]","[1.4529 ,0.87831,0.21397,0.22834,1.25049,0.78489,0.36576,0.89668,0.11712, 1.06153]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,7.351084652397346e-11,6.626060988666758e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.26899,0.79756,0.31036,0.45522,0.01162,0.07245,0.39249,0.47994,0.60002, 0.29166]","[1.04317,1.29105,1.17056,0.05947,0.72124,0.1575 ,0.36331,1.48098,0.21389, 0.74883]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.0844996865832016e-11,1.5364191916003673e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.61816,0.70246,0.55965,0.00977,0.32646,0.51771,0.08787,0.35063,0.0332 , 0.07858]","[0.65367,0.21856,0.93466,1.13545,1.31845,0.32962,0.27582,0.17221,1.04811, 1.16346]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.5527512281578718e-10,1.2736123984365534e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.03159,0.93621,0.05197,0.5413 ,0.70906,0.87097,0.71409,0.80173,0.33945, 0.81483]","[0.12011,1.34157,0.82099,1.22535,0.67815,0.9649 ,0.78922,1.09685,0.12239, 0.09048]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.0296045530146054e-11,1.4289052506900203e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.2471 ,0.15954,0.87178,0.21921,0.97587,0.3369 ,0.18212,0.7897 ,0.65871, 0.4982 ]","[0.78839,1.02097,0.32431,1.41439,1.38381,0.9232 ,0.28327,0.96565,0.10249, 0.04351]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,5.7793610208513075e-12,6.784062241619407e-11,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.25768,0.46262,0.86827,0.72717,0.74271,0.42549,0.34593,0.37104,0.98765, 0.04011]","[1.02024,0.68093,0.51612,0.85341,0.57267,1.02776,1.05986,0.49624,0.32574, 0.69702]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,9.051343043545956e-10,2.2847735903862147e-08,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.91236,0.21066,0.62297,0.63156,0.73311,0.13157,0.71582,0.90903,0.17968, 0.23754]","[1.27368,0.2373 ,1.12026,0.64547,0.32417,1.14172,0.58388,0.67502,0.47102, 0.77747]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,6.739020109268102e-10,8.021388248155925e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.16352,0.39108,0.96941,0.25813,0.65674,0.32519,0.77347,0.13087,0.96982, 0.45379]","[0.41055,0.12783,0.29525,0.90401,0.58613,1.44163,0.74942,0.43257,1.07336, 1.22925]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.8406371308078442e-10,2.3078285217290783e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.16704,0.16762,0.03667,0.7364 ,0.6638 ,0.47463,0.84417,0.80567,0.58535, 0.86827]","[0.40776,0.2217 ,0.53435,0.11308,1.05221,1.85535,0.07794,0.24189,0.89577, 1.84994]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.6471076870722023e-12,2.0496965625929747e-11,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.31616,0.50723,0.04157,0.14834,0.98663,0.96512,0.00494,0.95181,0.63912, 0.86792]","[0.78805,0.89351,0.84716,1.15566,0.24201,0.05194,0.53363,1.22119,0.34981, 1.16704]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,4.6966380618362956e-11,6.124764396952119e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.96991,0.0939 ,0.6726 ,0.44375,0.86814,0.17715,0.69263,0.83812,0.94461, 0.68325]","[0.62617,0.77815,1.09434,0.71866,0.03827,1.17248,0.86843,0.85204,0.27163, 0.82983]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,3.929264740961963e-11,7.229277480212535e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.39386,0.65123,0.10659,0.65785,0.99941,0.04821,0.97717,0.40691,0.87075, 0.78239]","[0.6437 ,0.83832,0.99733,0.4588 ,0.37126,0.75788,0.9171 ,0.86538,0.90572, 0.49449]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.4989892380923854e-09,2.6327772084880764e-08,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.81783,0.12021,0.54449,0.00576,0.32459,0.36646,0.39617,0.69547,0.38856, 0.44869]","[0.38194,0.60015,0.36542,0.11769,0.97028,1.07441,0.99607,0.74525,0.61065, 1.38814]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.2195683569314597e-10,2.811894906444207e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.51908,0.47918,0.02564,0.34125,0.3802 ,0.39882,0.58017,0.5336 ,0.60791, 0.76488]","[1.08663,0.95984,1.27715,0.02437,0.26168,0.01011,0.86541,1.2003 ,0.32544, 1.23907]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,9.485948860991121e-15,9.001164728649386e-14,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.06027,0.93444,0.35162,0.10142,0.48587,0.25678,0.28487,0.30729,0.80303, 0.53916]","[0.56218,1.10217,1.29326,0.49232,0.74681,0.22011,0.32713,1.23   ,0.32765, 0.94837]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,3.6776774999011366e-10,4.363282400034088e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.70905,0.10688,0.56731,0.25656,0.96293,0.48355,0.80599,0.55023,0.04341, 0.63315]","[1.06801,0.67535,0.91959,0.99258,0.25603,0.23803,0.68587,0.46141,0.9428 , 1.01033]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,5.252044314984719e-10,1.2073311857472332e-08,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.35342,0.23687,0.78053,0.27481,0.82261,0.42374,0.66755,0.09554,0.62386, 0.45177]","[0.94801,0.27153,1.19085,1.39435,0.35027,0.15468,0.0382 ,1.03748,0.98112, 0.88351]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,7.054584911654769e-12,8.384950869345578e-11,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.23195,0.39091,0.59448,0.49677,0.98779,0.13644,0.69514,0.40432,0.4282 , 0.7176 ]","[1.10276,1.57866,0.20448,0.1658 ,1.15357,0.92113,0.43662,0.12648,0.13642, 1.42407]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.586143155979031e-11,1.1835307037031753e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.19187,0.32337,0.22666,0.355  ,0.06942,0.51906,0.06761,0.80036,0.23371, 0.54001]","[1.00717,0.74487,0.60992,0.37117,0.38109,0.76617,1.1377 ,0.75741,0.63833, 0.83616]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,9.316295014701314e-10,1.526518684116069e-08,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.46521,0.06014,0.5623 ,0.95763,0.1753 ,0.69   ,0.20093,0.53583,0.09668, 0.45037]","[0.88463,0.40662,0.77788,0.93059,1.0847 ,0.27451,0.46716,0.17831,1.1611 , 1.08449]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,2.6672300436783247e-10,3.423602397845132e-09,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.53996,0.84203,0.52096,0.62359,0.08912,0.75527,0.12771,0.82607,0.78203, 0.70874]","[0.07103,0.59547,0.51686,0.70746,0.17217,1.84058,1.0879 ,0.60018,0.77984, 0.8785 ]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,4.4189119947094996e-11,4.458592159981074e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.60059,0.51568,0.91939,0.49696,0.99216,0.85142,0.20851,0.9306 ,0.11637, 0.81745]","[0.51295,1.18322,1.16985,1.08612,1.0647 ,0.41061,0.10905,0.54308,0.23385, 0.93656]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,9.410099610283367e-11,9.352656222962432e-10,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.3461 ,0.97561,0.64097,0.82248,0.13252,0.86201,0.92276,0.48706,0.60625, 0.76481]","[0.38045,1.09359,0.8675 ,0.31851,0.79976,0.14834,0.05617,0.29412,2.09576, 1.19579]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,8.641760455209776e-12,6.968655988107456e-11,2025-06-29 18:11:24.124775,457.082
10,6,Smolyak,"[0.96582,0.4325 ,0.31182,0.50614,0.43951,0.10566,0.64083,0.21604,0.61959, 0.6502 ]","[0.24588,0.09922,1.26276,0.74366,0.09407,1.60905,0.09345,1.12412,1.59095, 0.38684]",7.25,SPARSE,CHEBYSHEV,TASMANIAN,171425,42,BNR_PRODUCT_PEAK,1.6597627759272892e-12,1.0361705028562546e-11,2025-06-29 18:11:24.124775,457.082
